Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ae45dee8e82b19c99c065453fc4746e6b349e03380ba08db5baad524503f0537,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129337,52.203285,On or near PARKSIDE,E01032797,Cambridge 007G,Formal action is not in the public interest
696e21b90bfb1761d8c0cf4159a52a36fdbdbc6769dbfcb7fd29f3131e379c08,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.236398,52.573731,On or near ST JOHN'S STREET,E01015612,Peterborough 014D,Investigation complete; no suspect identified
d074db391e6b71a35a36ae32a790bbcecd4c929d6c91772720764b62bd98796e,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.266590,52.228738,On or near Supermarket,E01018187,Huntingdonshire 019A,Investigation complete; no suspect identified
2b970f18db673355a4abe3e45eeee9cb8e3be0daa52cccaf2ab329892fd30049,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.176855,52.347430,On or near DOVER CLOSE,E01018146,Huntingdonshire 008D,Investigation complete; no suspect identified
4636a0042f8d938298a4ee1b956256b9a60d0eb6d4ce635c873ab6fd6083e5db,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.228025,52.585223,On or near COLLEGE PARK,E01015653,Peterborough 012D,Investigation complete; no suspect identified
8a0db6e715ee246a23de3fd3cff17d0762c407d8ac6d5e1b01287820ce384336,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127754,52.226495,On or near Parking Area,E01017978,Cambridge 001D,Offender given a drugs possession warning
5c38ce2e4bdc35971fbce8af4cd8bcaa8c5975e1ad1d7c5474d52842d40e14af,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.214116,52.577335,On or near PADHOLME ROAD EAST,E01015616,Peterborough 013F,Investigation complete; no suspect identified
6d2e57335adb6a20af6de878d29b6157f154cc22df0e5730e5581168a63dba42,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.268683,52.228014,On or near HIGH STREET,E01018187,Huntingdonshire 019A,Investigation complete; no suspect identified
adb4aba8f07c1f3fe066bd1fa8b03c729e8fd3a5548d39dd09f9a2c2d9b6c861,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.178644,52.327839,On or near B1044,E01018138,Huntingdonshire 012A,Investigation complete; no suspect identified
11c8c42dacf4901a64bc173377e230d1ee363fcec1af7a621bdcdbec4e4ca11c,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.257847,52.581394,On or near MUSWELL ROAD,E01015665,Peterborough 016C,Unable to prosecute suspect
416fd9c83cff7635104819b9137134f0b865fd51d044d19b15a9ee4a889f3a43,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.045614,52.081292,On or near TOWER CLOSE,E01018227,South Cambridgeshire 019B,Investigation complete; no suspect identified
8fdb1d5803e62576dfd48e3eda446862423fb234a0b1697abe5c2712be46df47,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.159613,52.093859,On or near TEMPLE CLOSE,E01018239,South Cambridgeshire 017B,Investigation complete; no suspect identified
5d26da9f6bc9fc1f888b420eecafcd394df7954fe60e2ee3015f917633e52ea8,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.246513,52.582819,On or near NORFOLK STREET,E01015601,Peterborough 012A,Investigation complete; no suspect identified
bdb771c4c4d370f0de939df909cd04d05d37c4526b4f9bc23904b7492ee3ff37,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.330283,52.455473,On or near CROSS DROVE,E01018044,East Cambridgeshire 001C,Investigation complete; no suspect identified
068e5b336d19833de34ef35b7f3b2c3c9d3546b4960c7d7efdb9537a5085f43d,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.162898,52.651261,On or near HARRYS WAY,E01018070,Fenland 003B,Suspect charged
f9a99d959f9e317077fac54f32d38b07518f20c0ff8a169821376257ff3ecca4,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.282925,52.577949,On or near ARBURY CLOSE,E01015687,Peterborough 015B,Suspect charged as part of another case
1fc3d3c89521db7433af81ce85950750fb0bec168ec29c78b815c0b39e4831f4,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.254587,52.607717,On or near SWALE AVENUE,E01015660,Peterborough 007F,Suspect charged
0f61cd256b432347aa948a81c333754c78e209ad6d6123caf0f27574b2cc92b7,2017-03,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.268263,52.549656,On or near TOFTLAND,E01015639,Peterborough 021B,Investigation complete; no suspect identified
