Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c8b5b13d06005790d0cc85bad72695246e406ce2954d99d0969dc83b558f6432,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.130128,52.230525,On or near CRATHERN WAY,E01017975,Cambridge 001A,Offender given a drugs possession warning
a8eef0db183f83c0b9e9a71855b104fe8f61f43cc582156316a8fa5624e3c34c,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.131829,52.183476,On or near Sports/Recreation Area,E01017993,Cambridge 013B,Offender given a drugs possession warning
062e17211c19d81b0656583d73a019df673d6f9bf8ae37e23f6aa373d04e9b80,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.246827,52.394748,On or near CANTERBURY AVENUE,E01018030,East Cambridgeshire 004D,Local resolution
cd61a1ba67299fc1cf82943e387064d49831e24633a3d3d023452caf91cc8f58,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243137,52.569444,On or near Shopping Area,E01015599,Peterborough 014A,Local resolution
c5238e7ebf1c849ad7b128eed276c0e0d292b7db4fe8062a620bfb7c8ba7aa9b,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.271697,52.594769,On or near ODECROFT,E01015661,Peterborough 010D,Investigation complete; no suspect identified
f6853876bce2db989af291ece161f54e68b80bc535e9e9eda0c8fea2793770a1,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.138101,52.195601,On or near Parking Area,E01017987,Cambridge 008A,Investigation complete; no suspect identified
26b250a83e236585bf510060552b282ebbf9f28f5e67a1b69c09b2852eabe0f5,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.146916,52.218810,On or near WATER LANE,E01032802,Cambridge 003G,Offender given a drugs possession warning
b8632c5ca63791d035c60d2f5f9e98ed30395412e0f1ddb29dff38072259c1b6,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.338574,52.571073,On or near THE LIMES,E01015627,Peterborough 018A,Investigation complete; no suspect identified
465ff3c4137bfeff6f16a543f8200568de0bbc268c8165504feb600a1e192953,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.105344,52.449903,On or near NEW ROAD,E01018158,Huntingdonshire 003C,Suspect charged
465ff3c4137bfeff6f16a543f8200568de0bbc268c8165504feb600a1e192953,2017-07,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.105344,52.449903,On or near NEW ROAD,E01018158,Huntingdonshire 003C,Suspect charged
