Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6d9235335332927fbd6253019246cbd45c332460d0a3cbefc3eb3c71c6467d88,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.024822,52.330968,On or near BELDAMS,E01018121,Huntingdonshire 007A,Investigation complete; no suspect identified
86da3f6c2c5ae52cdf97ba0c1022d4f56ec0970b23e9bcfc0c25570ed1b206a6,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132675,52.219500,On or near MILTON ROAD,E01018006,Cambridge 004A,Investigation complete; no suspect identified
0a1697fa79041228fd68c2565b7eb455df35cb1d5a679e3a3ba74b523ee90c37,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.143131,52.190977,On or near FANSHAWE ROAD,E01017966,Cambridge 010B,Investigation complete; no suspect identified
c860bb71e8e967275c3cae62def3e32944e6a3a306d498206b3232582bdef623,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.268813,52.223538,On or near MONTAGU STREET,E01018185,Huntingdonshire 021E,Investigation complete; no suspect identified
289f06c8679e8f2e0a6782788a4af33231ef9354842954dc7d4a9db73d7974a0,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.238603,52.575418,On or near Nightclub,E01015599,Peterborough 014A,Formal action is not in the public interest
eb0310b4a30fa0a65cbf28e1201938eb63ff9ac1db68177b969397bd6f404655,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.242651,52.593020,On or near BROWNLOW ROAD,E01015651,Peterborough 012B,Suspect charged
ee03bea45303c17e22e7eb415e84db99c42d9d41f8dc8a675173ff9e80fcd91c,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.252777,52.586768,On or near CLARENCE ROAD,E01015604,Peterborough 010B,Suspect charged
9d75849c9d44972ec060c880997c8a51b8abe69a78bd662ef988649e3209312a,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.217945,52.596822,On or near BRANSTON RISE,E01015609,Peterborough 007B,Investigation complete; no suspect identified
a30901164d1838ff94e41b650ce312e64fb3c7451a739ecfac3b100027f3f755,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.247709,52.563946,On or near SYMMINGTON CLOSE,E01015624,Peterborough 017C,Investigation complete; no suspect identified
9a7cde36bbb65ff182093679bc4dfc39cd14866a5dbecc4b603ad8e7ad6ff480,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.323607,52.282365,On or near KINGFISHER DRIVE,E01018015,East Cambridgeshire 008C,Suspect charged
aef9b51eeafd38d96e54bd0d814019fa51b7f8a4eed5932045bb5aae7c0d7be7,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.303534,52.543379,On or near Parking Area,E01015647,Peterborough 021F,Unable to prosecute suspect
e95951b52ec20e4141bebb4c8da2e69784124817c45e00f5e4665387dfb07227,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.016730,52.254188,On or near VIKING WAY,E01018223,South Cambridgeshire 005C,Investigation complete; no suspect identified
d0a47969ea9d6027b0ebea0b5215432f5147114d2fe1ccd4467288801f69ea1d,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.122570,52.203776,On or near Shopping Area,E01032797,Cambridge 007G,Investigation complete; no suspect identified
bfc4ba9defbb6cd86b8e4db340e71ffd5a930098458e74e77affa6053e0f9588,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.224914,52.322357,On or near HIGH STREET,E01018117,Huntingdonshire 010E,Unable to prosecute suspect
1cee743b060e8eebe9395108e426218d57ebe832b248076e863f4754d86b0b1a,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.070648,52.499759,On or near WIMBLINGTON ROAD,E01018065,Fenland 010A,Unable to prosecute suspect
a97817ba6476df125fa1a357542415dd76b2474df82cbe2856f086fd5a53026a,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134307,52.193988,On or near WARREN CLOSE,E01032795,Cambridge 012F,Unable to prosecute suspect
a11e357f9ac319fc84c1f0f9ddd54fd1c827b68f06c92c2dd8b2667812edbe1f,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.284979,52.581305,On or near GREENHAM,E01015597,Peterborough 011E,Investigation complete; no suspect identified
e4e81e9bf4d6f4092214e87ad0645dafc0e89ef33b1c987569769c75463007d5,2017-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.121867,52.092486,On or near RINGSTONE,E01018302,South Cambridgeshire 017E,Investigation complete; no suspect identified
